features:abstractness
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
openclip_standalone	0,0018721463994851861	0,01395480132489979	0,0014245296331980573	0,08309231857329369	0,01731159005701366	0,009618523338955853	0,019230392762444204	0,035528258556658754	0,036291332733288884	0,016265244890091624	0,0324328457448283	0,02277211819378311	0,030174788004255437	0,019194869124710467	0,02392813786438419	-
features:basic+all_conceptnet_relations
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,06909163722839406	0,16990575243167905	0,23116796198257594	0,15196384634520133	0,04814520563351454	0,19987413918694774	0,04832984662852535	0,049091484031071	0,053321218329531295	0,08938969458163126	0,10259042232963211	0,12459821554271788	0,1741219894712781	0,11041456153599116	0,08165371010171152
bert_context_last_layer	0,069091807958378	-	0,1649604612134027	0,243019702950115	0,12024764790396758	0,06641337143943227	0,13664174107066052	0,12940431882631465	0,1286843799884606	0,1452265669586874	0,12793682124614336	0,0884366466432337	0,14198341332114672	0,14879037073334678	0,11498727479064741	0,045071585858480145
bert_standalone	0,16990589408172607	0,16496012923012915	-	0,10824623971743919	0,0459810226235402	0,08262357568311152	0,025738649458586838	0,24497066735950168	0,24493846246856188	0,2579031804843245	0,24628341189135872	0,2048757902420023	0,26255356741445524	0,2645570193286563	0,21097510596240698	0,05259477337097773
bert_vulic	0,23116803005598907	0,24301898230354624	0,10824715620300596	-	0,11571503225849933	0,14287781575245895	0,09590504854058945	0,243402216092522	0,2425829295093701	0,28135417120661277	0,2475347369246751	0,23748720707573612	0,2557383496901191	0,26034128745621166	0,23812030182981314	0,09998798864276581
mbert_context_last_layer	0,15196381601042108	0,12024761447687005	0,04598098664592365	0,11571446320602252	-	0,06699336834767022	0,03267336082429484	0,21879907388389452	0,2173430141365722	0,2690846116779091	0,22239916392220704	0,18893384398350133	0,23762412508538366	0,2336108049524197	0,2029667644676859	0,011590066830609813
mbert_standalone	0,048145214505491474	0,06641381104034594	0,08262358168080775	0,14287785538510722	0,06699345022401182	-	0,0863437543451091	0,22159834102672527	0,22188392758061604	0,17182948289397681	0,23001305856751697	0,1747719892424997	0,25903844636310336	0,2711156281546847	0,16790052816008405	0,035806373642829015
mbert_vulic	0,19987412710782726	0,13664190057771675	0,02573862580793873	0,09590513944866152	0,032673845171574456	0,08634363325958705	-	0,24549838457324413	0,24344041382441384	0,320337227342922	0,2439660644456656	0,22114294294977477	0,2554020730947506	0,25712293011621545	0,2196517370696499	0,03084376062636396
xlmr_context_last_layer	0,04832984479552116	0,12940469975021884	0,2449703911664981	0,24340231449509797	0,21879899548481596	0,22159793142212492	0,24549792882748445	-	0,013257509894983643	0,06996079181733073	0,36856311750778525	0,22832894652457658	0,46045121862709437	0,348104289427947	0,15024404874664066	0,21166144653466634
xlmr_standalone	0,04909151487783592	0,12868458923738613	0,24493810031798924	0,2425833484265364	0,21734271956009177	0,22188342918922832	0,2434401108176948	0,013257509771531062	-	0,06763664234160371	0,3414560672025494	0,22078227209009127	0,43819191085927545	0,3408662114865202	0,14571084462473383	0,21172097356019093
xlmr_vulic	0,05332125397725418	0,14522685959001824	0,25790371823430813	0,28135376418004565	0,26908441254946036	0,17182950952907872	0,3203376062201254	0,06996088363491382	0,06763679229647168	-	0,09901412503543394	0,15059670003478176	0,1376874364493036	0,21665830288456822	0,12151162814825256	0,20816151934921856
clip_context_avg	0,08938976491297967	0,12793710874924868	0,24628383628009975	0,24753485064601966	0,22239973575063954	0,2300132698030647	0,24396661796360386	0,3685629462707368	0,3414563331105036	0,09901469030681465	-	0,08856302298339336	0,17872180392024162	0,1858648703550294	0,0478504260092385	0,22360554391558596
clip_standalone	0,10259049710387769	0,08843658613706107	0,20487582703400475	0,23748746334867166	0,18893432335143712	0,1747721371708686	0,22114248512917067	0,22832854902530297	0,22078246250613698	0,15059610243740496	0,08856313813057592	-	0,07001826260282906	0,11645959582469745	0,01344691889859495	0,22587099795629295
mclip_context_avg	0,12459833199534032	0,1419837076091629	0,2625539507898035	0,2557383502534206	0,23762466817714323	0,2590386626972162	0,2554017166537127	0,4604513295894487	0,43819191898225096	0,13768701427838348	0,17872167042991527	0,0700187062830574	-	0,11379518867034144	0,04559815626049257	0,24074569602597362
mclip_standalone	0,17412190381268655	0,14879019113121372	0,26455700431192886	0,2603411440036024	0,23361043429031025	0,27111596652984926	0,25712302605544557	0,34810443771371224	0,34086629819935543	0,21665806250813124	0,18586463872094472	0,11645951663537424	0,11379514621428843	-	0,09931108774964037	0,2594727141145893
openclip_context_avg	0,11041466317261639	0,11498701594073002	0,21097495547763068	0,23812047402034864	0,20296696128553393	0,16790043050019732	0,21965158836664955	0,15024403548406573	0,1457108294388605	0,12151224923674431	0,047850476341598	0,013447118236881717	0,04559821903582073	0,09931109095164725	-	0,19719551828139792
openclip_standalone	0,08165377221417647	0,04507120479364091	0,05259462430876516	0,09998787633108963	0,011589930457438835	0,035806397645693155	0,030844023247410424	0,21166198947722226	0,21172085273216568	0,20816176932975183	0,2236056834692074	0,22587083581119705	0,24074554051692054	0,25947273184471764	0,19719548334782155	-
features:all_conceptnet_relations
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,023298092326141218	0,0013834608633983558	0,1136798526678966	0,03261161834957671	0,002557742630146298	0,034464536451539574	0,024919025152137064	0,025203854520039704	0,02030909934976144	0,022869702902379774	0,008985951073773313	0,024376645636295047	0,015873859468956142	0,01642874946316497	0,010020231563048987
bert_context_last_layer	0,023298293185449293	-	0,016217673257457044	0,09989054810576659	0,012312941788073184	0,03838320047417587	0,010841715906301341	0,11016007252593407	0,11008570545399166	0,09443131488046042	0,10952833370296267	0,06859813503109036	0,11092680983346348	0,07938720971696112	0,09657426359144672	0,007252683429950668
bert_standalone	0,0013834493724429464	0,01621741611820182	-	0,09829280749351599	0,021112780478479976	0,005754682159506697	0,02060618908552836	0,03878479694100645	0,03996252163111036	0,02157271685317086	0,034481909887194906	0,009087176920720919	0,03599467354923269	0,02320367862161621	0,020899139712199588	0,007437412522541265
bert_vulic	0,11368001210785794	0,09988984521718824	0,09829369561291901	-	0,07923861481772154	0,10211706861642256	0,07806554864454673	0,134853207332299	0,1347129743394948	0,1437325882602628	0,1324944852376203	0,12106673478433372	0,13308977807908284	0,12259403914877343	0,12664244921309642	0,06689731538416366
mbert_context_last_layer	0,03261158050123525	0,012312687369420039	0,021112683330003268	0,07923799136099696	-	0,04922150077129095	0,003103503599932722	0,09752983328083786	0,0974895554348032	0,0944281684199012	0,09429403824133831	0,06896469069137634	0,09548603702759406	0,07537378599785882	0,08402448367072635	0,00802412648544304
mbert_standalone	0,0025577948419305274	0,03838374275165113	0,005754620711045488	0,10211673037794933	0,0492215574010163	-	0,044501818971454776	0,03668205254472279	0,03782545710963714	0,015180828290222048	0,026693369299084058	0,004734992236221536	0,027275828423392934	0,015444667616440255	0,012165990381102332	0,027318891018955904
mbert_vulic	0,03446454499077434	0,010841763329626608	0,020606144717498776	0,07806570739225849	0,0031035693536735076	0,044501613507885396	-	0,08040533769793123	0,08041257994428896	0,0858121785004956	0,07733531981263009	0,059819912435828404	0,07845203751617658	0,06563003198829676	0,06835621269676195	0,010214453410656743
xlmr_context_last_layer	0,02491900123764923	0,1101603762653619	0,03878540286182319	0,1348535372807218	0,0975295999070861	0,03668164893315551	0,08040523422794077	-	0,004822250777490655	0,01114517404465154	0,003821215721351412	0,04709451435226786	0,009635960348050476	0,02219997708606658	0,010728595224321236	0,08736168704670366
xlmr_standalone	0,025203890196669798	0,11008587494908662	0,03996209809448559	0,13471308942743931	0,09748930582393844	0,03782524878018079	0,08041273135152804	0,004822233873873483	-	0,011266225559705467	0,0049520577420938405	0,04788991993217473	0,00994298088982215	0,02321787950080656	0,011801127717679827	0,08795916552598781
xlmr_vulic	0,020309122759122444	0,09443161524642196	0,021572655114755368	0,14373244395420914	0,09442788630810817	0,015181049653496759	0,0858122646814039	0,011145299662370545	0,011266216450146582	-	0,006491304841554468	0,009647323187124024	0,004980749834832543	0,0029135183554079847	0,004116273547400184	0,06117210010482521
clip_context_avg	0,022869737103927923	0,10952867504790487	0,03448217073597748	0,13249455157960743	0,09429457460730284	0,026693112070477087	0,07733571217797008	0,0038211347902255	0,004952117877641049	0,006491428372854657	-	0,043470298899435655	0,013331057822687398	0,019348843643227198	0,01188163157042843	0,08250090999835402
clip_standalone	0,008985980610169197	0,06859791443727625	0,009087203032390967	0,1210671768905014	0,06896535323470676	0,004734885259529253	0,05982030496411561	0,04709408852573982	0,04789003910502321	0,009647211845099868	0,0434705282069906	-	0,04426614387789951	0,014393399965131004	0,011006490984326045	0,06444713526401047
mclip_context_avg	0,0243767481936914	0,11092722601530591	0,035994966980202214	0,13308995260588774	0,0954866486581043	0,027276098767527124	0,0784518908532249	0,009635694169703113	0,009943307835570736	0,004980703862911828	0,013331052951329525	0,044266577167438315	-	0,01839802419802805	0,01440234613808955	0,08180511427933723
mclip_standalone	0,015873759429015255	0,07938705154666958	0,023203555697806078	0,12259383649098299	0,07537332966232058	0,01544440290785587	0,06562985559936163	0,022200098274689717	0,023217976593644885	0,0029135310357472077	0,019348437843085042	0,014393340070394944	0,018397973887891217	-	0,0065332438937169	0,06294327548083323
openclip_context_avg	0,016428855503680673	0,09657398816155582	0,020899174954634336	0,12664263317867575	0,08402471683237733	0,012165931521188278	0,06835617559825169	0,010728655293998468	0,01180112463621441	0,004116418671323396	0,011881724408175254	0,01100679050281872	0,014402558777796282	0,006533120177167451	-	0,06659377972742397
openclip_standalone	0,010020268435693147	0,007252301122911864	0,007437455539098803	0,06689712405777071	0,008023946674581617	0,027318965036851495	0,010214958187240497	0,08736258478116576	0,08795909477472197	0,06117248683960741	0,08250123374516782	0,06444698240630886	0,08180479935211082	0,06294305247048393	0,06659395473792651	-
features:basic+all_supersenses
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,11910867399189817	0,2294868393059486	0,18886812115359164	0,1845685249497001	0,13730867073023	0,21817620667828175	0,15114485787753962	0,15158667060708753	0,1345083195007034	0,19451538019930614	0,19497900321975647	0,22154297378745313	0,26727520104360203	0,21674227370644705	0,14322095349248298
bert_context_last_layer	0,11910865350602984	-	0,1383775486519363	0,24466982727427633	0,13499084126021121	0,036824269145334765	0,16256840105723314	0,06169949029461641	0,061053808409174404	0,10248418700911899	0,06827234455686804	0,0542879217103156	0,08799218447177926	0,12402718271273194	0,06622606179667534	0,0587774151443764
bert_standalone	0,2294869940895009	0,13837740120370756	-	0,06030372889106406	0,03716482673174093	0,10116246025142694	0,04546151093584638	0,26132539200530147	0,2608885492908588	0,3002708207578537	0,26490906252179125	0,22810961056204593	0,28380086216955613	0,29649477097210153	0,23771923942970052	0,057743067662072156
bert_vulic	0,18886804818274727	0,24466930472200188	0,06030396297500662	-	0,10034970037338942	0,12020998807561234	0,07179246363771685	0,21032132587880148	0,2096298217797602	0,24303823268617974	0,2176790655130444	0,21064919209915645	0,2258382657901885	0,2391939201038753	0,21243060588184703	0,09095179897128658
mbert_context_last_layer	0,18456854623199426	0,13499079766530597	0,037164899151162945	0,10034970212824113	-	0,06057438937688342	0,07201130712995873	0,1946168306756242	0,1932366444339586	0,2518655458271598	0,20276943193456598	0,17997526828559252	0,21931315557392994	0,2279700486038465	0,18870854398358028	0,029340388924375738
mbert_standalone	0,13730865203248543	0,03682415016469609	0,10116254356530363	0,12021028313399429	0,06057448873461835	-	0,11304866193440244	0,22785207221067294	0,22762544051954103	0,21120580124999533	0,2470666434631026	0,20348988879579688	0,2816869253402118	0,29877519161794475	0,18864578212665717	0,04755475230824735
mbert_vulic	0,21817626002321844	0,16256865529949482	0,04546142219528937	0,07179239873081844	0,07201162403710193	0,11304871045486986	-	0,2521455994021995	0,2503028375812424	0,31417679635718576	0,2532989702063356	0,2325347097890249	0,26378511352063116	0,2676784575011302	0,23178790989013787	0,06813770862738733
xlmr_context_last_layer	0,15114475424675833	0,06169944125529403	0,2613250569353315	0,2103212471374719	0,1946170588573698	0,22785169364289948	0,2521453692517732	-	0,03118143003467222	0,12708094869426922	0,3983879336667392	0,23569377180187678	0,4945951480849188	0,36111484827429385	0,16969905565759358	0,21504036046506125
xlmr_standalone	0,15158678193353936	0,061054136465864994	0,2608884552593337	0,2096301974783915	0,19323618754828886	0,22762491812614616	0,2503024015558729	0,031181260604226102	-	0,12547271635363788	0,3704126334307982	0,22891019040765903	0,47396613057484216	0,35349157470133286	0,16391255327044452	0,21463066188786784
xlmr_vulic	0,13450831957192466	0,10248441432789424	0,30027096780619267	0,24303829272991972	0,2518653400293045	0,21120580748407303	0,314176920157183	0,12708076582624273	0,12547275790840584	-	0,1610627029875631	0,20197777734975553	0,19667822550716307	0,2593109626199187	0,17274362534872556	0,24098748975343398
clip_context_avg	0,1945153430404406	0,06827249412160208	0,2649091226412229	0,21767895469603948	0,2027694916698447	0,24706675147769952	0,2532993272409847	0,39838797978187424	0,370412641225092	0,1610632467241393	-	0,10287199727935714	0,22553924534684455	0,19965885410682993	0,0702687478721088	0,2302978230310163
clip_standalone	0,19497903835865515	0,05428816045127205	0,2281098320345082	0,2106492537839164	0,17997519611223178	0,2034899344666231	0,23253418425619132	0,23569385263968556	0,22891042471192236	0,2019771480083966	0,10287179732018159	-	0,08195221683496412	0,14359605198242753	0,04865469627590613	0,24017969051957055
mclip_context_avg	0,2215429067180218	0,08799223727340233	0,283801055363085	0,2258382355438473	0,219313030618276	0,28168723219122527	0,2637849223314812	0,49459530393771556	0,4739658958681723	0,1966779624331214	0,22553899401060207	0,08195244841645666	-	0,1335470667218155	0,07687348275700845	0,24589875558056662
mclip_standalone	0,2672753019525752	0,12402713293305179	0,29649481384103615	0,23919426645590813	0,22796982717912062	0,2987754432105564	0,26767846741958823	0,36111484239379366	0,3534915834758685	0,2593107234184455	0,19965887559406204	0,14359605387045282	0,13354725628468178	-	0,12287443623609529	0,2811775329189732
openclip_context_avg	0,2167423047111655	0,06622599769398185	0,23771918965711225	0,2124306980931101	0,18870889488842402	0,18864577359763268	0,23178757420222773	0,16969906243401933	0,16391236117932506	0,1727442219524743	0,0702685440454126	0,04865480634344044	0,07687355140302421	0,12287448976320992	-	0,21061576958020578
openclip_standalone	0,14322097655200228	0,058777624124802585	0,05774288951975426	0,09095181298472277	0,02934036210044788	0,04755458258389944	0,0681374203683347	0,21504031837160087	0,21463084454063197	0,24098769791290953	0,23029777776174842	0,2401798374958204	0,2458987280318371	0,28117797273426925	0,210615712618471	-
features:all_supersenses
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,10362911863211355	0,11014281062706843	0,043084235834496165	0,08995238295174757	0,11059307448018885	0,08632412918519505	0,1298346472837536	0,12994477870511523	0,09115230557119725	0,1636945840227645	0,1684273657170654	0,17917140592280423	0,217347986520257	0,1833220866764349	0,09863787534561652
bert_context_last_layer	0,1036291213675774	-	0,032194810760383996	0,07061392363315999	0,04166882902957847	0,029741650459557567	0,05524187322418639	0,022777191021247534	0,022500140169085414	0,03027669125220056	0,028368789907228575	0,032660776419337956	0,04160556981827623	0,07679261411955296	0,03606196129331607	0,03593960759765713
bert_standalone	0,11014293319916657	0,03219512263333302	-	0,034559133143554965	0,018285575739677262	0,027704739688870106	0,03782638856565901	0,057816321645010604	0,057277314673011226	0,08739939187937917	0,06634094508146882	0,0715444223124918	0,08442111164312771	0,11529570923280974	0,0677400916899834	0,018062211131075978
bert_vulic	0,043084386326860846	0,07061268675246368	0,034559458492523065	-	0,03972029309863934	0,03980562862222681	0,03557832460826571	0,05465019676033056	0,05469595500668567	0,0530677357556153	0,0630477946186827	0,0665087190270155	0,06878869224138062	0,08473243383917461	0,06690229823153881	0,03701016218394981
mbert_context_last_layer	0,08995231055727715	0,041668823355216045	0,018285738371543236	0,039720186347769304	-	0,025287070934769118	0,04910783208016534	0,04509666142513313	0,04496050576337807	0,05414391545590369	0,05481687812698832	0,06075446062441281	0,06646607921931658	0,09022622572142336	0,058137352057116676	0,0235872825377883
mbert_standalone	0,11059307414643638	0,02974172772071615	0,02770461423484205	0,03980593741576566	0,025287299040862354	-	0,05771245065971853	0,06982405280089532	0,07003703293712926	0,09150539574833949	0,11863328993679079	0,13644767826368087	0,15594276920426753	0,2001634689813283	0,11022264055441855	0,02726183077226496
mbert_vulic	0,08632404807090044	0,05524205191813614	0,03782634367104776	0,03557809900783304	0,04910785598407674	0,05771265131429715	-	0,07411425051812126	0,07393647652057111	0,07246904176670588	0,07897118677272164	0,07814304692614882	0,08555607292526002	0,09944928874461789	0,07741059986025234	0,0469943186260362
xlmr_context_last_layer	0,12983450337274505	0,022777157605942455	0,05781576585188042	0,0546507657851959	0,0450970836017508	0,06982332113113465	0,07411423422233343	-	0,02368495597117115	0,08701119074800079	0,3289969069961325	0,17589234365139117	0,383417394797121	0,2842273398351962	0,12791368479029064	0,07234826452167553
xlmr_standalone	0,12994493295471254	0,022500615394867696	0,057277838993124996	0,05469619805770842	0,04495987357175235	0,07003591325045921	0,07393655337664806	0,02368486619725163	-	0,08705442883767844	0,3101565852539562	0,17171603015489512	0,3721178424369008	0,2801200584119411	0,12411800533982864	0,07200954845168483
xlmr_vulic	0,09115227575451701	0,030276922099501835	0,08739957912905139	0,05306834187212195	0,05414372916020649	0,09150555826420448	0,07246854952389992	0,08701106059589703	0,08705433520672179	-	0,10928339525888231	0,11353821895467264	0,13189856189219473	0,181971548017836	0,10509163893823248	0,08942990836841425
clip_context_avg	0,16369452440382026	0,028369057195064218	0,06634110916422997	0,06304723374600629	0,05481680278383738	0,11863340710723902	0,0789718045268637	0,328996999133483	0,3101565264556475	0,1092835989498081	-	0,06195106080654034	0,16039964251045136	0,15681352470405574	0,04492993709547333	0,08568132467654221
clip_standalone	0,16842736989321005	0,03266099421867863	0,07154430175901205	0,0665086843846826	0,06075436115858612	0,13644750490260782	0,07814306545441618	0,17589262257342841	0,17171609527286325	0,11353813602014684	0,061950946321182365	-	0,03679168784129194	0,09756605190165102	0,04304915331637993	0,10916357665345611
mclip_context_avg	0,17917132595824825	0,0416055367596424	0,08442171375469432	0,06878879896868695	0,06646592160059184	0,15594267465806633	0,08555629492458705	0,38341758449799357	0,3721177691323848	0,13189858754489703	0,16039940106500605	0,036791871416476885	-	0,11202343306174734	0,051002157626709566	0,09706656635049105
mclip_standalone	0,2173480496626079	0,07679245078490582	0,11529615333056142	0,08473324438816887	0,09022586856957737	0,20016347856113537	0,0994491703229956	0,2842273210194576	0,2801198765771107	0,18197146213002935	0,15681356290729898	0,09756602188208774	0,11202359624062952	-	0,10031723918860946	0,14136892356006647
openclip_context_avg	0,1833221151666904	0,03606185167670972	0,06774008030584922	0,06690224280024304	0,05813756188547403	0,11022277951529558	0,07741071253361109	0,12791354140361066	0,12411783686040267	0,10509181430146852	0,04492974793098836	0,04304931246427868	0,05100227912664701	0,10031720405312139	-	0,08800344083550016
openclip_standalone	0,09863792530205129	0,03593970021666959	0,018062252094660725	0,0370101975086542	0,02358730425059652	0,027261758769916544	0,0469940864359677	0,0723481447896065	0,07201005464929977	0,0894299229279728	0,08568140476503772	0,10916377595025262	0,09706667984298523	0,14136910455167973	0,08800346434664941	-
features:basic+all_vad
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,05521415786206407	0,17313360549129964	0,1759636854309039	0,14719458560663468	0,051871623248652576	0,20929537680448396	0,04527492592072557	0,04594133324554517	0,05392850346990352	0,08750937205142917	0,10770158403757679	0,12132228544278079	0,17397839022749928	0,11221663774755153	0,10123361991942437
bert_context_last_layer	0,05521414102340516	-	0,13181807312627924	0,20370398262782952	0,11913919854034105	0,02465046754532929	0,14685028112450915	0,05740091884961018	0,05686997321607157	0,08950976055648086	0,05809079431235009	0,046163006747467095	0,07136540954689363	0,10067502025448105	0,05030903577187806	0,06399450913977911
bert_standalone	0,17313374168436935	0,13181782087981742	-	0,03238921385339555	0,02814195099296113	0,08403289807467107	0,027534963180257055	0,24126848959770641	0,240808155109419	0,27178399280587695	0,24661306341008926	0,2072455040374248	0,2671296758349385	0,2731794237258588	0,21594221851685225	0,04803198979143952
bert_vulic	0,17596361948667072	0,20370380584925285	0,03238909176909044	-	0,06813551777197335	0,08425484109034431	0,04622915744728173	0,17959004952118207	0,1788661057403026	0,2168755970966787	0,18562757560361698	0,180752355781431	0,1939542901868152	0,2050198121135568	0,17812424317896747	0,06748893534204692
mbert_context_last_layer	0,14719457272262093	0,11913905811258152	0,02814212001520533	0,06813543622628337	-	0,04224524485251013	0,04939686087222517	0,1860461477390397	0,1847172649792368	0,2396818178853395	0,19261109598681847	0,169305855482056	0,20735983600868158	0,21219585064053303	0,17630971873963885	0,02797137892358037
mbert_standalone	0,05187157906088247	0,024650281352282755	0,0840328171517265	0,08425509803123765	0,042245325423109104	-	0,0866591604571818	0,21872946350657185	0,2188786229211649	0,1830942844062594	0,23129563720389357	0,17492667666360484	0,2639804280955944	0,27712255640049377	0,17152713908747674	0,03571276282573255
mbert_vulic	0,20929536367363988	0,14685052363580897	0,027534902533871808	0,04622907162009282	0,04939716595271226	0,08665919154572954	-	0,24364790291388128	0,24173561543072064	0,30948866072145464	0,2432347521801811	0,22633263621196797	0,25261020259378986	0,25634227837778545	0,219046518694323	0,06330500745299283
xlmr_context_last_layer	0,045274837013981384	0,05740084798200573	0,2412680271872779	0,1795899904479632	0,1860462882392082	0,21872912069212147	0,24364745043206237	-	0,020621049026316562	0,09058950789048514	0,368134392185804	0,1979100455843359	0,47375356215889697	0,3387273468399239	0,1518617669442175	0,2054805996070742
xlmr_standalone	0,04594133337563344	0,05686986904849067	0,2408079932683893	0,17886666278325325	0,18471709614860987	0,21887821440688393	0,24173523034734878	0,020621076514327763	-	0,08821955816973304	0,33822699747724094	0,19036464342308412	0,4500420394739155	0,33035609132817323	0,14666990679609504	0,20518913480534529
xlmr_vulic	0,05392853259116692	0,0895100012982104	0,27178459390539	0,21687516964187992	0,23968180162473118	0,18309429451251702	0,30948899581648326	0,09058963097842021	0,08821963134325461	-	0,11501107547544731	0,1689534172395979	0,146166970427131	0,22154872702014838	0,1317377757596565	0,23163058378416623
clip_context_avg	0,08750936665212627	0,05809084583845847	0,24661347645038234	0,18562774227748235	0,19261122542020248	0,23129586217904563	0,2432350839121732	0,3681343549526369	0,33822701642475494	0,11501134079469699	-	0,07541942832122595	0,20833617444960162	0,17963910537153782	0,05032954883882168	0,22696972603571874
clip_standalone	0,10770151582812926	0,04616338790837704	0,20724550761193872	0,1807521055377299	0,1693059071646953	0,1749268818091808	0,22633208687074524	0,1979099485762047	0,1903646507266975	0,16895283102123926	0,07541932761361492	-	0,07075958092044154	0,13725687716310653	0,02432763615594724	0,23716989556731394
mclip_context_avg	0,1213223239894714	0,0713652880226694	0,2671297998487272	0,1939540744197682	0,20735990929864045	0,2639806381488805	0,2526098256500596	0,4737535398430316	0,45004188605790874	0,1461665864269791	0,2083360641526718	0,07075974144815622	-	0,10130842811428331	0,046925909612300476	0,252298033469022
mclip_standalone	0,17397840337680126	0,10067487972872424	0,273179607059025	0,2050198614382749	0,21219574812891373	0,27712287577234673	0,2563425731644521	0,33872726875681847	0,3303562367962405	0,22154851356684124	0,1796391071768858	0,13725685363611695	0,10130846441341312	-	0,10215061450277119	0,28318502794822487
openclip_context_avg	0,11221660706469805	0,05030898018035357	0,21594216971022318	0,1781240404423956	0,17630992738456652	0,171526977358886	0,21904629183042035	0,15186193915846513	0,14666990476536312	0,13173823757789915	0,050329488208783135	0,024327639317636707	0,04692587080917898	0,10215070889195588	-	0,2130334952658307
openclip_standalone	0,10123361245566698	0,06399455388163156	0,04803183880456152	0,06748897570821955	0,027971291026404166	0,035712471182491434	0,06330486991009132	0,20548051041330895	0,2051890364911375	0,23163059887158932	0,22696966081023118	0,23716965194831308	0,2522980946039882	0,28318517280257993	0,2130334327128166	-
features:all_vad
	fasttext	bert_context_last_layer	bert_standalone	bert_vulic	mbert_context_last_layer	mbert_standalone	mbert_vulic	xlmr_context_last_layer	xlmr_standalone	xlmr_vulic	clip_context_avg	clip_standalone	mclip_context_avg	mclip_standalone	openclip_context_avg	openclip_standalone
fasttext	-	0,014509706990635474	0,022482564020662843	0,025782156719858285	0,031736752712256955	0,014393558014418217	0,0670218084170554	0,007403173586688738	0,007391498615426539	0,009736121648430629	0,009078593391530831	0,01310577378541733	0,015567433054935464	0,027602810957136903	0,01634469512911274	0,022704439188381942
bert_context_last_layer	0,014509705850055177	-	0,01938609789658341	0,02235996006616181	0,013539110881324867	0,014734561316668504	0,03466915065514198	0,021605204640442688	0,02167221370334438	0,008506061185899694	0,013567882977809198	0,01006302680985005	0,012121593062520586	0,016801923842092892	0,009612755797996808	0,03341068791969182
bert_standalone	0,022482563702988623	0,019386168765444856	-	0,0036295576951632658	0,005235899121770027	0,007932774331227077	0,0144763457339121	0,02466465090514225	0,02546592447087692	0,02462794311802874	0,028480089529448693	0,026678806640368924	0,03783548588943697	0,05069299231423163	0,02599000054605105	0,015762309338062996
bert_vulic	0,02578212394114532	0,022359867532063316	0,003629412407737953	-	0,009927787640456653	0,012502690316852583	0,01022347639607224	0,024272837130072444	0,024348150950344483	0,02371241237736499	0,022999407271679928	0,02100224465903	0,023832071614222405	0,025310301950628666	0,02101563600311196	0,01360342290344918
mbert_context_last_layer	0,03173674327809484	0,013539129458348786	0,005235998181626678	0,009927810743933452	-	0,014275501910141375	0,028564494271077545	0,031419381556999526	0,031512433150177155	0,023736237987682207	0,025922095751186536	0,019655837219674344	0,0258387570195574	0,025201927260775636	0,020717935474415805	0,021727111107382346
mbert_standalone	0,014393590106930865	0,014734572292981918	0,007932553862913694	0,01250267594732457	0,014275531429274513	-	0,041711379771964596	0,027308003954323645	0,02829251624019724	0,025697660097970587	0,03558314141859442	0,0386797288984444	0,0529453894116404	0,07058914963500729	0,03347935045491324	0,01700590798402357
mbert_vulic	0,06702182023969783	0,03466901392702859	0,014476291959368837	0,01022345961437865	0,02856444657826207	0,04171143407210032	-	0,06510222580265856	0,06499326419070328	0,057779742189728034	0,05461168226108126	0,04676875871309705	0,05084704473287249	0,04291211723693711	0,04422852526747556	0,04315386866405824
xlmr_context_last_layer	0,007403056583131229	0,02160498213254325	0,024664508591608514	0,024273034962980944	0,03141934928150236	0,02730765543702074	0,06510201439481833	-	0,005964795613052631	0,022914170730687022	0,08247881034300397	0,06407474921268297	0,14304295917455656	0,10622297672361258	0,050958786337539363	0,04346570616610834
